PassengerId,Survived,Sex,Age,SibSp,Parch,Fare,No_Cabins,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_n,Master,Mid_rank,Miss,Mx,Nobility,Embarked_C,Embarked_Q,Embarked_S,Pclass_1,Pclass_2,Pclass_3,Ticket_Len,Ticket_Segm
663,0,1,47.0,0,0,25.5875,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,4,1
664,0,1,36.0,0,0,7.4958,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
665,1,1,20.0,1,0,7.925,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,17,3
666,0,1,32.0,2,0,73.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,12,2
667,0,1,25.0,0,0,13.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,6,1
668,0,1,33.5,0,0,7.775,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
669,0,1,43.0,0,0,8.05,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,8,2
670,1,0,33.5,1,0,52.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5,1
671,1,0,40.0,1,1,39.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,5,1
672,0,1,31.0,1,0,52.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,10,2
673,0,1,70.0,0,0,10.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,10,2
674,1,1,31.0,0,0,13.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,6,1
675,0,1,33.5,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,6,1
676,0,1,18.0,0,0,7.775,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
677,0,1,24.5,0,0,8.05,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
678,1,0,18.0,0,0,9.8417,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,4,1
679,0,0,43.0,1,6,46.9,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,7,2
680,1,1,36.0,0,1,512.3292,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,8,2
681,0,0,21.5,0,0,8.1375,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,6,1
682,1,1,27.0,0,0,76.7292,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,8,2
683,0,1,20.0,0,0,9.225,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,4,1
684,0,1,14.0,5,2,46.9,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,7,2
685,0,1,60.0,1,1,39.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,5,1
686,0,1,25.0,1,2,41.5792,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,13,2
687,0,1,14.0,4,1,39.6875,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,7,1
688,0,1,19.0,0,0,10.1708,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
689,0,1,18.0,0,0,7.7958,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
690,1,0,15.0,0,1,211.3375,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,5,1
691,1,1,31.0,1,0,57.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5,1
692,1,0,4.0,0,1,13.4167,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,6,1
693,1,1,33.5,0,0,56.4958,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,4,1
694,0,1,25.0,0,0,7.225,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,4,1
695,0,1,60.0,0,0,26.55,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,6,1
696,0,1,52.0,0,0,13.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,6,1
697,0,1,44.0,0,0,8.05,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
698,1,0,21.5,0,0,7.7333,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,5,1
699,0,1,49.0,1,1,110.8833,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,5,1
700,0,1,42.0,0,0,7.65,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,6,1
701,1,0,18.0,1,0,227.525,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,8,2
702,1,1,35.0,0,0,26.2875,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,8,2
703,0,0,18.0,0,1,14.4542,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,4,1
704,0,1,25.0,0,0,7.7417,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,5,1
705,0,1,26.0,1,0,7.8542,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
706,0,1,39.0,0,0,26.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,6,1
707,1,0,45.0,0,0,13.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,6,1
708,1,1,42.0,0,0,26.2875,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,8,2
709,1,0,22.0,0,0,151.55,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,6,1
710,1,1,5.5,1,1,15.2458,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,4,1
711,1,0,24.0,0,0,49.5042,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,8,2
712,0,1,33.5,0,0,26.55,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,6,1
713,1,1,48.0,1,0,52.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5,1
714,0,1,29.0,0,0,9.4833,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,4,1
715,0,1,52.0,0,0,13.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,6,1
716,0,1,19.0,0,0,7.65,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,6,1
717,1,0,38.0,0,0,227.525,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,8,2
718,1,0,27.0,0,0,10.5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,5,1
719,0,1,33.5,0,0,15.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,5,1
720,0,1,33.0,0,0,7.775,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
721,1,0,6.0,0,1,33.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,6,1
722,0,1,17.0,1,0,7.0542,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
723,0,1,34.0,0,0,13.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,5,1
724,0,1,50.0,0,0,13.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,6,1
725,1,1,27.0,1,0,53.1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,6,1
726,0,1,20.0,0,0,8.6625,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
727,1,0,30.0,3,0,21.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,5,1
728,1,0,21.5,0,0,7.7375,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,5,1
729,0,1,25.0,1,0,26.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,6,1
730,0,0,25.0,1,0,7.925,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,16,2
731,1,0,29.0,0,0,211.3375,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,5,1
732,0,1,11.0,0,0,18.7875,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,4,1
733,0,1,33.5,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,6,1
734,0,1,23.0,0,0,13.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,5,1
735,0,1,23.0,0,0,13.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,6,1
736,0,1,28.5,0,0,16.1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,5,1
737,0,0,48.0,1,3,34.375,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,10,2
738,1,1,35.0,0,0,512.3292,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,8,2
739,0,1,33.5,0,0,7.8958,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
740,0,1,33.5,0,0,7.8958,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
741,1,1,33.5,0,0,30.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5,1
742,0,1,36.0,1,0,78.85,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5,1
743,1,0,21.0,2,2,262.375,4,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,8,2
744,0,1,24.0,1,0,16.1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
745,1,1,31.0,0,0,7.925,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,17,3
746,0,1,70.0,1,1,71.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,9,2
747,0,1,16.0,1,1,20.25,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,9,2
748,1,0,30.0,0,0,13.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,6,1
749,0,1,19.0,1,0,53.1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,6,1
750,0,1,31.0,0,0,7.75,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,6,1
751,1,0,4.0,1,1,23.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,5,1
752,1,1,6.0,0,1,12.475,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,6,1
753,0,1,33.0,0,0,9.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
754,0,1,23.0,0,0,7.8958,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
755,1,0,48.0,1,2,65.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,6,1
756,1,1,0.67,1,1,14.5,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,6,1
757,0,1,28.0,0,0,7.7958,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
758,0,1,18.0,0,0,11.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,5,1
759,0,1,34.0,0,0,8.05,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
760,1,0,33.0,0,0,86.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,6,1
761,0,1,33.5,0,0,14.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
762,0,1,41.0,0,0,7.125,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,16,2
763,1,1,20.0,0,0,7.2292,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,4,1
764,1,0,36.0,1,2,120.0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,6,1
765,0,1,16.0,0,0,7.775,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
766,1,0,51.0,1,0,77.9583,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5,1
767,0,1,46.5,0,0,39.6,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,6,1
768,0,0,30.5,0,0,7.75,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,6,1
769,0,1,33.5,1,0,24.15,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,6,1
770,0,1,32.0,0,0,8.3625,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,4,1
771,0,1,24.0,0,0,9.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
772,0,1,48.0,0,0,7.8542,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
773,0,0,57.0,0,0,10.5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,11,2
774,0,1,33.5,0,0,7.225,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,4,1
775,1,0,54.0,1,3,23.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,5,1
776,0,1,18.0,0,0,7.75,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
777,0,1,33.5,0,0,7.75,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,6,1
778,1,0,5.0,0,0,12.475,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,6,1
779,0,1,33.5,0,0,7.7375,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,5,1
780,1,0,43.0,0,1,211.3375,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5,1
781,1,0,13.0,0,0,7.2292,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,4,1
782,1,0,17.0,1,0,57.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5,1
783,0,1,29.0,0,0,30.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,6,1
784,0,1,33.5,1,2,23.45,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,10,2
785,0,1,25.0,0,0,7.05,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,18,2
786,0,1,25.0,0,0,7.25,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
787,1,0,18.0,0,0,7.4958,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,7,1
788,0,1,8.0,4,1,29.125,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,6,1
789,1,1,1.0,1,2,20.575,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,9,2
790,0,1,46.0,0,0,79.2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,8,2
791,0,1,33.5,0,0,7.75,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,5,1
792,0,1,16.0,0,0,26.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,6,1
793,0,0,21.5,8,2,69.55,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,8,2
794,0,1,33.5,0,0,30.6958,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,8,2
795,0,1,25.0,0,0,7.8958,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
796,0,1,39.0,0,0,13.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,5,1
797,1,0,49.0,0,0,25.9292,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,5,1
798,1,0,31.0,0,0,8.6833,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
799,0,1,30.0,0,0,7.2292,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,4,1
800,0,0,30.0,1,1,24.15,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
801,0,1,34.0,0,0,13.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,6,1
802,1,0,31.0,1,1,26.25,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,10,2
803,1,1,11.0,1,2,120.0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,6,1
804,1,1,0.42,0,1,8.5167,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,4,1
805,1,1,27.0,0,0,6.975,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
806,0,1,31.0,0,0,7.775,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
807,0,1,39.0,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,6,1
808,0,0,18.0,0,0,7.775,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,6,1
809,0,1,39.0,0,0,13.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,6,1
810,1,0,33.0,1,0,53.1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,6,1
811,0,1,26.0,0,0,7.8875,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,4,1
812,0,1,39.0,0,0,24.15,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,9,2
813,0,1,35.0,0,0,10.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,5,1
814,0,0,6.0,4,2,31.275,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,6,1
815,0,1,30.5,0,0,8.05,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
816,0,1,33.5,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,6,1
817,0,0,23.0,0,0,7.925,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,16,2
818,0,1,31.0,1,1,37.0042,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,15,2
819,0,1,43.0,0,0,6.45,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,2
820,0,1,10.0,3,2,27.9,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,6,1
821,1,0,52.0,1,1,93.5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5,1
822,1,1,27.0,0,0,8.6625,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
823,0,1,38.0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,5,1
824,1,0,27.0,0,1,12.475,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,6,1
825,0,1,2.0,4,1,39.6875,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,7,1
826,0,1,33.5,0,0,6.95,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,6,1
827,0,1,33.5,0,0,56.4958,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,4,1
828,1,1,1.0,0,2,37.0042,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,15,2
829,1,1,33.5,0,0,7.75,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,6,1
830,1,0,62.0,0,0,80.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,6,1
831,1,0,15.0,1,0,14.4542,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,4,1
832,1,1,0.83,1,1,18.75,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,5,1
833,0,1,33.5,0,0,7.2292,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,4,1
834,0,1,23.0,0,0,7.8542,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
835,0,1,18.0,0,0,8.3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,4,1
836,1,0,39.0,1,1,83.1583,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,8,2
837,0,1,21.0,0,0,8.6625,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
838,0,1,33.5,0,0,8.05,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
839,1,1,32.0,0,0,56.4958,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,4,1
840,1,1,33.5,0,0,29.7,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,5,1
841,0,1,20.0,0,0,7.925,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,16,2
842,0,1,16.0,0,0,10.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,11,2
843,1,0,30.0,0,0,31.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,6,1
844,0,1,34.5,0,0,6.4375,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,4,1
845,0,1,17.0,0,0,8.6625,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
846,0,1,42.0,0,0,7.55,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,9,2
847,0,1,33.5,8,2,69.55,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,8,2
848,0,1,35.0,0,0,7.8958,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,6,1
849,0,1,28.0,0,1,33.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,6,1
850,1,0,33.5,1,0,89.1042,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,5,1
851,0,1,4.0,4,2,31.275,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,6,1
852,0,1,74.0,0,0,7.775,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
853,0,0,9.0,1,1,15.2458,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,4,1
854,1,0,16.0,0,1,39.4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,8,2
855,0,0,44.0,1,0,26.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,6,1
856,1,0,18.0,0,1,9.35,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
857,1,0,45.0,1,1,164.8667,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,5,1
858,1,1,51.0,0,0,26.55,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,6,1
859,1,0,24.0,0,3,19.2583,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,4,1
860,0,1,33.5,0,0,7.2292,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,4,1
861,0,1,41.0,2,0,14.1083,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
862,0,1,21.0,1,0,11.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,5,1
863,1,0,48.0,0,0,25.9292,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5,1
864,0,0,21.5,8,2,69.55,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,8,2
865,0,1,24.0,0,0,13.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,6,1
866,1,0,42.0,0,0,13.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,6,1
867,1,0,27.0,1,0,13.8583,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,13,2
868,0,1,31.0,0,0,50.4958,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,8,2
869,0,1,33.5,0,0,9.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
870,1,1,4.0,1,1,11.1333,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,6,1
871,0,1,26.0,0,0,7.8958,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
872,1,0,47.0,1,1,52.5542,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5,1
873,0,1,33.0,0,0,5.0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3,1
874,0,1,47.0,0,0,9.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
875,1,0,28.0,1,0,24.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,9,2
876,1,0,15.0,0,0,7.225,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,4,1
877,0,1,20.0,0,0,9.8458,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,4,1
878,0,1,19.0,0,0,7.8958,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
879,0,1,33.5,0,0,7.8958,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
880,1,0,56.0,0,1,83.1583,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,5,1
881,1,0,25.0,0,1,26.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,6,1
882,0,1,33.0,0,0,7.8958,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,1
883,0,0,22.0,0,0,10.5167,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,4,1
